ID Factura;Tipo de Factura;Ciudad;Tipo de cliente;Genero;Producto;Precio Unitario;Cantidad;Fecha;hora;Medio de Pago;Empleado;Identificador de pago
851-28-6367;A;Yangon;Member;Male;Cerveza Pils Krombacher;0.6;10;3/23/2019;10:55;Ewallet;257022;'0000003100082132449213
824-88-3614;C;Naypyitaw;Normal;Male;Crema facial antiarrugas y antiedad 9.60 hombre;3.95;8;1/25/2019;15:00;Ewallet;257023;'0000003100088186369101
586-25-0848;A;Yangon;Normal;Female;Queso semicurado GarcÃ­a Baquero;3.84;7;3/4/2019;11:19;Credit card;257024;4746-9469-6514-8135
895-66-0685;B;Mandalay;Member;Male;Vino tinto D.O ValdepeÃ±as Conde de Egara reserva tempranillo;1.99;3;3/5/2019;19:46;Ewallet;257025;'0000003100088799405995
305-14-0245;B;Mandalay;Member;Female;Compresa sin alas super plegada Deliplus Classic;1.25;8;3/3/2019;19:00;Ewallet;257020;'0000003100061070445430
732-04-5373;B;Mandalay;Member;Male;Polvo suelto traslÃƒÂºcido Deliplus 01;6;4;2/8/2019;10:53;Cash;257021;--
400-60-7251;A;Yangon;Normal;Male;Chorizo lonchas Revilla;1;1;2/10/2019;12:50;Ewallet;257022;'0000003100096453678163
593-65-1552;C;Naypyitaw;Normal;Female;Desodorante sport Deliplus antimanchas;1.7;4;1/28/2019;20:50;Credit card;257023;5434-5116-1373-4104
284-34-9626;B;Mandalay;Normal;Female;Bandas de cera especial cuerpo y piernas Veet piel sensible;4.45;3;2/11/2019;10:39;Credit card;257024;4971-8879-3148-4827
437-58-8131;B;Mandalay;Normal;Female;ApÃ³sitos para ampollas y rozaduras;2.5;2;1/15/2019;13:41;Ewallet;257025;'0000003100056007601505
286-43-6208;C;Naypyitaw;Normal;Female;Yogur natural edulcorado Densia 0% materia grasa;1.69;9;3/16/2019;19:08;Cash;257020;--
641-43-2399;B;Mandalay;Normal;Male;Hidrocrema Liss Frizz Control Deliplus cabello rebelde;2.75;4;1/26/2019;20:23;Ewallet;257021;'0000003100042002442987
831-07-6050;A;Yangon;Normal;Male;Harina integral de trigo Aragonesa;0.8;5;3/19/2019;11:30;Credit card;257022;5615-4590-1553-5802
556-86-3144;C;Naypyitaw;Member;Female;Refresco cola Hacendado Zero azÃºcar Zero cafeÃ­na;0.5;1;1/13/2019;19:30;Cash;257023;--
848-24-9445;C;Naypyitaw;Member;Male;Snack de multicereales Sunbites;1.5;2;3/26/2019;18:03;Cash;257024;--
856-22-8149;A;Yangon;Normal;Female;Costilla de cerdo ibÃ©rico adobada;2.34;1;3/23/2019;10:13;Ewallet;257025;'0000003100071237829300
699-01-4164;C;Naypyitaw;Normal;Male;ColoraciÃ³n permanente L'OrÃ©al 6 rubio oscuro;7.95;4;3/12/2019;19:58;Credit card;257020;4170-2352-7989-6943
420-11-4919;C;Naypyitaw;Member;Female;Laca de uÃ±as manicura francesa Deliplus rosa 03;2.75;5;2/17/2019;19:57;Credit card;257021;5531-2962-7599-8481
606-80-4905;C;Naypyitaw;Member;Female;Tomate frito sin azÃºcares aÃ±adidos Hacendado;0.94;6;1/29/2019;10:01;Credit card;257022;4381-8464-8841-7385
542-41-0513;B;Mandalay;Member;Female;Barra de helado turrÃ³n Hacendado;1.99;4;3/15/2019;11:57;Cash;257023;--
426-39-2418;C;Naypyitaw;Normal;Male;Desodorante Zero % Sanex;3.15;7;1/14/2019;10:02;Cash;257024;--
875-46-5808;B;Mandalay;Member;Male;Detergente ropa de color Bosque Verde lÃ­quido;2.99;10;2/6/2019;14:51;Ewallet;257025;'0000003100011084613936
394-43-4238;B;Mandalay;Member;Male;Filetes de lubina;7.8;5;2/15/2019;12:42;Credit card;257020;5509-9744-9374-2954
749-24-1565;A;Yangon;Normal;Female;Barritas para periquitos de fruta y miel Natura;1.5;9;1/3/2019;12:02;Ewallet;257021;'0000003100053404740643
672-51-8681;C;Naypyitaw;Member;Female;Mini Babybel;2.85;9;1/4/2019;18:19;Credit card;257022;4200-3871-6337-6799
263-87-5680;C;Naypyitaw;Member;Female;Gazpacho suave Hacendado;2.6;10;3/18/2019;17:38;Ewallet;257023;'0000003100076338602323
573-58-9734;B;Mandalay;Normal;Female;Vino tinto MasÃ­a de AltigÃ³n;4.75;3;3/28/2019;13:41;Ewallet;257024;'0000003100022454439907
817-69-8206;B;Mandalay;Normal;Female;Vermouth rojo Maronti reserva;3.29;9;3/2/2019;19:42;Credit card;257025;4517-5219-5947-8730
888-02-0338;A;Yangon;Normal;Male;ChampÃº total repair Elvive cabello daÃ±ado;2.95;9;1/25/2019;20:24;Ewallet;257020;'0000003100091728393724
677-11-0152;C;Naypyitaw;Normal;Female;Maquillaje fluido Deliplus bb bronzer 01;5;9;1/16/2019;18:08;Cash;257021;--
142-63-6033;B;Mandalay;Normal;Male;Zumo pura naranja Hacendado;1.9;5;3/20/2019;19:17;Ewallet;257022;'0000003100039158616801
656-16-1063;B;Mandalay;Normal;Male;Pizza pollo Hacendado;2.39;3;1/4/2019;13:24;Credit card;257023;5878-8649-8545-2684
891-58-8335;B;Mandalay;Member;Female;Queso fresco de vaca Hacendado;1.3;7;3/11/2019;15:53;Cash;257024;--
802-43-8934;A;Yangon;Normal;Male;Tortitas de arroz con chocolate blanco sabor yogur Hacendado;1.3;1;3/22/2019;15:05;Credit card;257025;4431-4316-9911-3361
560-30-5617;B;Mandalay;Normal;Female;Salsa de soja Hacendado;1.35;5;3/24/2019;18:27;Cash;257020;--
319-74-2561;A;Yangon;Member;Female;Garbanzo cocido Hacendado;0.7;3;2/21/2019;16:55;Cash;257021;--
549-03-9315;B;Mandalay;Normal;Male;Refresco cola Hacendado Zero azÃºcar;0.26;8;2/12/2019;12:58;Ewallet;257022;'0000003100022625956212
790-29-1172;B;Mandalay;Normal;Female;JamÃ³n de bellota ibÃ©rico La Hacienda del ibÃ©rico;351;3;3/10/2019;18:59;Credit card;257023;4573-4464-7225-8850
239-36-3640;B;Mandalay;Normal;Male;JudÃ­a verde plana Hacendado ultracongelada;1.05;6;1/31/2019;13:44;Ewallet;257024;'0000003100090979573366
468-01-2051;B;Mandalay;Normal;Male;Mini eau de parfum mujer Flor de Mayo Hi! Tropical;1.5;7;3/6/2019;13:46;Ewallet;257025;'0000003100072319493815
389-25-3394;C;Naypyitaw;Normal;Male;Tomate frito Hacendado con aceite de oliva;0.92;5;2/17/2019;18:06;Cash;257020;--
279-62-1445;C;Naypyitaw;Member;Female;Yogur sin lactosa Hacendado cremoso, natural y azucarado;1.3;1;2/21/2019;12:38;Cash;257021;--
213-72-6612;A;Yangon;Normal;Male;Gazpacho tradicional Hacendado;2.6;2;3/20/2019;15:56;Cash;257022;--
746-68-6593;C;Naypyitaw;Member;Female;LejÃ­a perfumada Neutrex frescor verde;1.79;2;1/11/2019;14:29;Credit card;257023;5707-3975-6723-8052
836-82-5858;B;Mandalay;Member;Male;Fideos orientales Yakisoba classic Gallina Blanca;1.59;9;1/26/2019;19:14;Ewallet;257024;'0000003100090133385231
583-72-1480;C;Naypyitaw;Member;Male;Coca de crema de avellana;4.4;4;1/31/2019;16:24;Ewallet;257025;'0000003100078784371796
466-61-5506;B;Mandalay;Member;Female;Relleno para kebab con carne de pollo y ternera Hacendado ultracongelado;1.98;6;2/26/2019;10:52;Cash;257020;--
721-86-6247;A;Yangon;Normal;Female;Eau de toilette hombre Ikiru;8;8;3/11/2019;12:55;Ewallet;257021;'0000003100067112150747
289-65-5721;B;Mandalay;Normal;Female;Huevas de lumpo Hacendado;2.1;2;1/26/2019;19:28;Cash;257022;--
545-46-3100;B;Mandalay;Member;Female;Migas Hacendado;2.1;3;3/12/2019;13:52;Credit card;257023;5572-7239-4062-6268
418-02-5978;B;Mandalay;Normal;Female;Laca de uÃ±as secado rÃ¡pido Deliplus 935 coral;1.85;9;2/11/2019;10:54;Cash;257024;--
269-04-5750;B;Mandalay;Member;Male;Cerveza especial San Miguel;5.28;4;2/21/2019;18:31;Cash;257025;--
157-13-5295;A;Yangon;Member;Male;Cebollas tiernas;1.25;10;3/9/2019;18:24;Ewallet;257020;'0000003100050727550921
645-78-8093;A;Yangon;Normal;Female;Compresa sin alas normal plegada Deliplus Classic;1.15;2;1/20/2019;18:09;Ewallet;257021;'0000003100064418669716
211-30-9270;C;Naypyitaw;Normal;Male;Queso bola Edam semicurado Holland Corona;3.65;5;1/28/2019;15:16;Credit card;257022;4765-6925-7263-2822
755-12-3214;C;Naypyitaw;Member;Female;Corrector stick Deliplus 03;4;5;3/5/2019;17:07;Credit card;257023;5588-3352-3779-6072
346-84-3103;B;Mandalay;Member;Female;Almeja japonesa;7.2;5;3/2/2019;19:26;Cash;257024;--
478-06-7835;A;Yangon;Normal;Male;NÃ©cora cocida Errigal Bay congelada;5.95;1;1/11/2019;11:20;Ewallet;257025;'0000003100072106391881
540-11-4336;A;Yangon;Normal;Male;Ensalada mezcla 4 estaciones;0.6;9;1/11/2019;16:49;Credit card;257020;5486-5053-4543-4066
448-81-5016;A;Yangon;Normal;Male;Filetes de merluza del cabo sin piel Hacendado ultracongelados;3.85;2;3/11/2019;12:01;Credit card;257021;5617-2512-8410-8037
142-72-4741;C;Naypyitaw;Member;Male;Alimento completo conejos enanos Granzoo;1.26;2;2/28/2019;18:37;Credit card;257022;4178-5955-4838-8718
217-58-1179;A;Yangon;Member;Male;Lote infantil My Unicorn;8;4;1/5/2019;11:25;Cash;257023;--
376-02-8238;B;Mandalay;Normal;Male;Dorada abierta en libro sin cabeza y sin espina;3.27;8;2/2/2019;18:42;Credit card;257024;4169-9832-8325-5757
530-90-9855;A;Yangon;Member;Male;Sopa instantÃ¡nea de verduras Gallina Blanca Sopinstant;1.1;8;1/1/2019;14:47;Cash;257025;--
866-05-7563;B;Mandalay;Member;Female;Vela blanca hogar Roura;1.6;3;2/9/2019;19:43;Cash;257020;--
604-70-6476;A;Yangon;Member;Male;Desodorante mujer protecciÃ³n plus Deliplus;1.7;5;1/23/2019;14:04;Ewallet;257021;'0000003100021062933237
799-71-1548;A;Yangon;Member;Male;Tiras transparentes surtidas Doctor San;0.9;4;1/7/2019;16:11;Credit card;257022;5706-6943-4272-2959
785-13-7708;B;Mandalay;Normal;Male;Bocaditos en salsa gato adulto Delikuit;2.99;7;1/14/2019;19:06;Credit card;257023;5688-2192-2433-3248
845-51-0542;B;Mandalay;Member;Male;Espuma ondas marcadas cabello rizado Deliplus fijaciÃ³n 3;1.99;9;2/2/2019;15:34;Ewallet;257024;'0000003100042994369303
662-47-5456;C;Naypyitaw;Member;Male;Bizcocho sin gluten de limÃ³n Hacendado;2.9;10;3/17/2019;19:06;Credit card;257025;5663-4010-2886-8061
883-17-4236;C;Naypyitaw;Normal;Female;Panecillo tostado classic Hacendado;0.78;2;3/2/2019;19:44;Credit card;257020;4705-1058-3109-9002
290-68-2984;A;Yangon;Normal;Male;TÃ© Earl Grey Hacendado;0.95;4;3/16/2019;11:22;Cash;257021;--
704-11-6354;A;Yangon;Member;Male;SalchichÃ³n extra Hacendado lonchas;1.65;8;1/6/2019;11:23;Cash;257022;--
110-48-7033;B;Mandalay;Member;Male;Mini taquitos de jamÃ³n Incarlopsa;2.15;4;1/29/2019;14:12;Cash;257023;--
366-93-0948;A;Yangon;Member;Male;Compresa con alas normal Deliplus Suave;1;1;1/31/2019;10:46;Credit card;257024;4541-6792-2071-6878
729-09-9681;A;Yangon;Member;Male;Cocktail mojito sin alcohol Pi.omka;2.75;6;2/5/2019;10:16;Ewallet;257025;'0000003100048111960227
151-16-1484;A;Yangon;Member;Male;Gotas de chocolate para fundir Hacendado;1.5;4;2/13/2019;12:38;Ewallet;257020;'0000003100048863522419
380-94-4661;C;Naypyitaw;Member;Male;CarbÃ³n vegetal;2.19;4;2/7/2019;13:05;Credit card;257021;4373-2828-2341-3382
850-41-9669;A;Yangon;Normal;Female;Bebida de almendras zero Soymilk;8.4;9;3/19/2019;13:25;Ewallet;257022;'0000003100074479537173
821-07-3596;C;Naypyitaw;Normal;Female;Leche desnatada Asturiana;1.25;4;3/7/2019;14:53;Ewallet;257023;'0000003100061508107432
655-85-5130;B;Mandalay;Member;Female;Filete de salmÃ³n;7.2;4;3/13/2019;19:22;Cash;257024;--
447-15-7839;A;Yangon;Member;Female;Nuez natural Hacendado;3.5;10;2/9/2019;11:00;Cash;257025;--
154-74-7179;B;Mandalay;Normal;Male;Chicle regaliz y menta gragea Hacendado;0.8;1;2/26/2019;19:24;Ewallet;257020;'0000003100097390092247
253-12-6086;A;Yangon;Member;Female;Baguette masa madre;0.4;7;3/12/2019;12:43;Credit card;257021;4216-5003-4690-3361
808-65-0703;C;Naypyitaw;Normal;Male;CanÃ³nigos base para ensalada;1.19;4;3/14/2019;17:22;Credit card;257022;5743-5008-2919-8987
571-94-0759;B;Mandalay;Member;Female;Surtido de galletas y barquillos Hacendado;1.15;10;1/8/2019;20:55;Cash;257023;--
144-51-6085;A;Yangon;Member;Male;SoluciÃ³n Ãºnica Contact Care;3.99;4;1/5/2019;16:05;Credit card;257024;4584-9952-7833-1939
731-14-2199;A;Yangon;Member;Female;Queso de cabra Hacendado rulo;1.9;10;1/4/2019;13:34;Ewallet;257025;'0000003100090474426797
783-09-1637;B;Mandalay;Normal;Female;Flan de vainilla con caramelo Hacendado;0.7;5;3/6/2019;18:13;Ewallet;257020;'0000003100022151826382
687-15-1097;C;Naypyitaw;Member;Female;Huevas de bacalao Hacendado;1.55;2;1/3/2019;19:17;Cash;257021;--
126-54-1082;A;Yangon;Member;Female;Curry Hacendado;0.62;9;1/7/2019;11:44;Credit card;257022;4729-2950-3968-9005
633-91-1052;A;Yangon;Normal;Female;Jamoncitos de pollo;3.62;2;1/27/2019;15:51;Cash;257023;--
477-24-6490;B;Mandalay;Normal;Female;Jamoncitos de pollo congelados;2.35;6;2/26/2019;16:52;Ewallet;257024;'0000003100064768221299
566-19-5475;B;Mandalay;Normal;Male;Cerveza sin gluten Ambar;3.6;7;1/7/2019;20:52;Cash;257025;--
526-86-8552;C;Naypyitaw;Member;Female;70% Alcohol limpieza hogar Bosque Verde;1.8;10;1/7/2019;17:36;Cash;257020;--
376-56-3573;C;Naypyitaw;Normal;Female;Lote infantil Disney Bingo y Rolly;8;4;2/2/2019;13:23;Ewallet;257021;'0000003100052426177120
537-72-0426;C;Naypyitaw;Member;Male;Anillos de cereales Colors Hacendado sabor a frutas;1.95;10;3/20/2019;16:28;Cash;257022;--
828-61-5674;A;Yangon;Member;Male;Huevo crema al cacao;0.9;10;3/20/2019;19:57;Credit card;257023;5520-2683-1095-1867
136-08-6195;A;Yangon;Normal;Female;Muesli con quinoa, chÃ­a y chocolate negro Hacendado;1.8;8;2/15/2019;17:01;Credit card;257024;4696-9592-8549-3085
523-38-0215;C;Naypyitaw;Normal;Male;Compresa sin alas normal Deliplus Classic;1.15;1;3/6/2019;13:29;Credit card;257025;4163-4473-3550-7908
490-29-1201;A;Yangon;Normal;Female;Huevas de lumpo Hacendado;2.1;1;1/6/2019;11:09;Cash;257020;--
667-92-0055;A;Yangon;Member;Male;Protector solar niÃ±os Delial FPS 50+;10.6;6;3/4/2019;15:02;Ewallet;257021;'0000003100053079632313
565-17-3836;A;Yangon;Member;Female;Caldo casero de pollo Gallina Blanca;1.8;4;3/12/2019;14:21;Cash;257022;--
498-41-1961;B;Mandalay;Normal;Male;Eau de toilette hombre Complicity;8;5;2/20/2019;18:01;Cash;257023;--
593-95-4461;C;Naypyitaw;Member;Male;Eau de toilette hombre Ikiru;8;1;3/24/2019;14:49;Cash;257024;--
226-71-3580;C;Naypyitaw;Normal;Female;Palitos Mikado chocolate noir;1.35;9;1/31/2019;12:02;Cash;257025;--
283-79-9594;B;Mandalay;Normal;Female;Tiras transparentes surtidas Doctor San;0.9;7;1/25/2019;13:30;Credit card;257020;4714-5037-3835-7108
430-60-3493;A;Yangon;Member;Female;ColoraciÃ³n permanente L'OrÃ©al 8.1 rubio claro ceniza;7.95;7;2/3/2019;14:38;Cash;257021;--
139-20-0155;B;Mandalay;Member;Male;Barritas de sÃ©samo Schock's;0.85;10;1/24/2019;17:37;Credit card;257022;5552-8662-6434-2933
558-80-4082;C;Naypyitaw;Normal;Male;Vino tinto D.O Navarra Embrujada roble;2;7;3/14/2019;17:20;Ewallet;257023;'0000003100012791735797
278-97-7759;A;Yangon;Member;Female;Queso fresco de vaca Hacendado;1.3;1;2/18/2019;20:29;Cash;257024;--
316-68-6352;A;Yangon;Member;Female;Coletero para recogido castaÃ±o Deliplus;1.6;2;1/21/2019;10:00;Cash;257025;--
585-03-5943;B;Mandalay;Normal;Male;Crema cuello y escote reafirmante nutritiva Sisbela;5;10;3/13/2019;11:46;Ewallet;257020;'0000003100086916871394
211-05-0490;C;Naypyitaw;Member;Female;TÃ© Earl Grey Hacendado;0.95;5;3/3/2019;13:42;Cash;257021;--
727-75-6477;C;Naypyitaw;Normal;Male;Helado mini cucurucho nata Hacendado sin azÃºcares aÃ±adidos;2.85;4;3/29/2019;14:44;Cash;257022;--
744-02-5987;A;Yangon;Member;Male;Merluza del cabo sin cabeza Hacendado congelada;3.74;6;1/10/2019;14:16;Ewallet;257023;'0000003100048532580352
307-83-9164;A;Yangon;Member;Male;Carrillada de cerdo;4.22;4;1/25/2019;15:54;Cash;257024;--
779-06-0012;C;Naypyitaw;Member;Female;Corrector fluido acciÃ³n global Deliplus 02;4;1;1/19/2019;10:21;Cash;257025;--
446-47-6729;C;Naypyitaw;Normal;Male;Fideos orientales Yakisoba classic Gallina Blanca;1.59;2;1/2/2019;18:09;Credit card;257020;4601-2528-9653-8793
573-10-3877;B;Mandalay;Member;Male;CafÃ© en cÃ¡psula cappuccino Dolce Gusto;4.25;1;3/12/2019;16:46;Credit card;257021;4134-9635-2762-8106
735-06-4124;C;Naypyitaw;Normal;Male;Refresco cola Hacendado Zero azÃºcar;0.26;1;2/25/2019;15:31;Cash;257022;--
439-54-7422;A;Yangon;Normal;Female;Pizza jamÃ³n;1.8;4;3/18/2019;17:15;Credit card;257023;5134-7979-9607-7854
396-90-2219;B;Mandalay;Normal;Female;Medallones preparado de solomillo cerdo congelados marinados;2.95;8;2/23/2019;12:29;Cash;257024;--
411-77-0180;A;Yangon;Member;Male;Eau de toilette hombre Como tÃº Fuerza;7;7;3/26/2019;20:14;Ewallet;257025;'0000003100069937814339
286-01-5402;A;Yangon;Normal;Female;Maquillaje fluido Deliplus fijo & cubriente 04;5.5;7;3/30/2019;13:22;Cash;257020;--
803-17-8013;A;Yangon;Member;Female;Pasta infantil con vegetales Hacendado;0.79;8;2/17/2019;17:09;Cash;257021;--
512-98-1403;A;Yangon;Member;Female;Cepillo cabello antitirones Deliplus;5.5;3;3/21/2019;10:40;Ewallet;257022;'0000003100082696870567
848-42-2560;A;Yangon;Normal;Female;Zumo fresh jengibre & manzana Hacendado;1.6;2;3/5/2019;17:43;Cash;257023;--
532-59-7201;B;Mandalay;Member;Male;Compresa con alas normal Evax cotton like;2.29;6;1/31/2019;14:04;Cash;257024;--
181-94-6432;C;Naypyitaw;Member;Male;Pera en zumo de uva Hacendado;1.45;2;2/5/2019;19:05;Ewallet;257025;'0000003100057432657692
870-76-1733;A;Yangon;Member;Female;Mini tostas de trigo integrales Minigrill extra finas;1;5;2/1/2019;10:08;Credit card;257020;5342-4098-6121-5514
423-64-4619;A;Yangon;Member;Female;Crema de manos nutritiva Dove intensiva;2;9;3/7/2019;13:12;Cash;257021;--
227-07-4446;C;Naypyitaw;Member;Female;Cacao soluble en sobres CaoBon;1;10;2/10/2019;20:51;Cash;257022;--
174-36-3675;C;Naypyitaw;Member;Male;Sardina sin limpiar;1.39;2;2/14/2019;17:29;Cash;257023;--
428-83-5800;C;Naypyitaw;Member;Female;Limpiador facial diario L'OrÃ©al Men Expert carbÃ³n purificante;5.9;3;2/9/2019;10:25;Cash;257024;--
603-07-0961;C;Naypyitaw;Member;Male;Mortadela de pavo Hacendado finas lonchas;1;5;1/10/2019;11:34;Cash;257025;--
704-20-4138;C;Naypyitaw;Member;Female;Polvo compacto seda Deliplus 01;6;7;3/11/2019;18:58;Credit card;257020;4638-4817-9204-8013
787-15-1757;C;Naypyitaw;Member;Male;Yuca;1.35;4;2/18/2019;16:28;Ewallet;257021;'0000003100022514945363
649-11-3678;C;Naypyitaw;Normal;Female;Patatas fritas extra crujientes Hacendado;1.45;9;2/26/2019;20:26;Cash;257022;--
622-20-1945;C;Naypyitaw;Normal;Female;Tomate doble concentrado Hacendado extra;0.78;1;1/18/2019;15:08;Cash;257023;--
372-94-8041;A;Yangon;Normal;Male;Maquillaje fluido Deliplus hydra-confort 02 beige rosado;5.5;6;2/15/2019;18:03;Ewallet;257024;'0000003100057848738298
563-91-7120;A;Yangon;Normal;Female;Macarrones boloÃ±esa Hacendado;2.15;5;3/8/2019;13:21;Cash;257025;--
746-54-5508;A;Yangon;Normal;Male;Vino blanco crianza D.O ValdepeÃ±as SeÃ±orÃ­o de los Llanos;1.95;6;1/17/2019;12:48;Credit card;257020;5826-3311-8163-7055
276-54-0879;B;Mandalay;Normal;Male;Hidrocrema Liss Frizz Control Deliplus cabello rebelde;2.75;4;3/12/2019;19:53;Ewallet;257021;'0000003100017877235179
815-11-1168;A;Yangon;Member;Male;CafÃ© molido descafeinado natural Hacendado;2.46;5;3/9/2019;19:09;Cash;257022;--
719-76-3868;C;Naypyitaw;Member;Male;Mix de verduras jardinera;1.45;4;3/12/2019;16:30;Cash;257023;--
730-61-8757;B;Mandalay;Member;Male;Cava semi seco CabrÃ© & SabatÃ©;1.58;4;1/25/2019;10:11;Credit card;257024;5138-2325-4657-7054
340-66-0321;A;Yangon;Member;Male;Yogur sin lactosa Hacendado cremoso, natural y azucarado;1.3;4;3/25/2019;13:07;Cash;257025;--
868-81-1752;B;Mandalay;Normal;Male;Cava brut Anna CodornÃ­u;9.35;9;2/7/2019;18:48;Cash;257020;--
634-97-8956;A;Yangon;Normal;Male;Ensalada mezcla brotes tiernos;0.99;3;2/17/2019;17:27;Credit card;257021;5940-6052-5879-2097
566-71-1091;A;Yangon;Normal;Male;Leche desnatada calcio Hacendado;0.7;5;2/3/2019;15:59;Cash;257022;--
442-48-3607;A;Yangon;Member;Male;Vaselina hidratante Deliplus;2;2;3/14/2019;11:21;Credit card;257023;4215-4340-2554-5963
835-16-0096;C;Naypyitaw;Member;Male;Helado de fresa Hacendado;1.65;5;3/24/2019;13:48;Ewallet;257024;'0000003100023891246981
527-09-6272;A;Yangon;Member;Female;Surtido de golosinas Xuxes top ten Hacendado;0.95;5;3/21/2019;10:17;Credit card;257025;4170-2503-1147-3432
898-04-2717;A;Yangon;Normal;Male;Leche entera sin lactosa Hacendado;4.56;9;3/19/2019;15:49;Ewallet;257020;'0000003100096686250668
692-27-8933;B;Mandalay;Normal;Female;Mantel de papel color aleatorio Papermon;2.5;6;2/24/2019;13:02;Cash;257021;--
633-09-3463;C;Naypyitaw;Normal;Female;Mostaza de Dijon Hacendado;0.99;3;3/28/2019;12:58;Credit card;257022;5225-4793-2377-6539
374-17-3652;B;Mandalay;Member;Female;Chicle fresa lÃ¡mina Hacendado;1.2;9;2/5/2019;15:26;Credit card;257023;4568-2781-9135-4561
378-07-7001;B;Mandalay;Member;Male;Desodorante force Deliplus antimanchas;1.7;3;2/10/2019;18:23;Credit card;257024;5609-1109-8062-9894
433-75-6987;B;Mandalay;Member;Female;Laca cabello Nelly;1.8;7;3/5/2019;19:06;Ewallet;257025;'0000003100062556193715
873-95-4984;B;Mandalay;Member;Female;Ranas varios colores Deliplus;1;7;2/15/2019;20:21;Cash;257020;--
416-13-5917;C;Naypyitaw;Normal;Female;Sardina sin limpiar;1.39;5;1/30/2019;16:24;Ewallet;257021;'0000003100078523232635
150-89-8043;A;Yangon;Normal;Male;Iluminador facial Bom Bom creamy Deliplus 02;5.5;3;2/14/2019;15:04;Cash;257022;--
135-84-8019;A;Yangon;Normal;Female;Flautas de pollo y queso;1.7;9;2/27/2019;16:10;Ewallet;257023;'0000003100025041560844
441-94-7118;A;Yangon;Member;Male;ColoraciÃ³n permanente L'OrÃ©al 3 castaÃ±o oscuro;7.95;1;2/4/2019;12:14;Cash;257024;--
725-96-3778;C;Naypyitaw;Member;Female;Palitos con frutos secos Hacendado;0.95;8;1/20/2019;10:13;Cash;257025;--
531-80-1784;A;Yangon;Normal;Male;Zumo fresh maracuyÃ¡ & chÃ­a Hacendado;2.75;7;3/28/2019;17:38;Cash;257020;--
400-45-1220;B;Mandalay;Normal;Female;TÃ³nica pink Schweppes;3.92;10;2/27/2019;11:06;Credit card;257021;5367-9246-9562-9174
860-79-0874;C;Naypyitaw;Member;Female;Lote mujer Bustamante Muy mÃ­a;5.9;10;2/15/2019;14:53;Credit card;257022;4302-1935-7562-6811
834-61-8124;A;Yangon;Normal;Male;PaÃ±al adulto braguita talla M Tena pants plus;13.6;7;1/26/2019;18:22;Cash;257023;--
115-99-4379;B;Mandalay;Member;Female;Alistado pequeÃ±o congelado;1282.05;7;3/14/2019;19:02;Credit card;257024;4455-8921-6406-2557
565-67-6697;B;Mandalay;Member;Male;Gazpacho tradicional Hacendado;2.6;9;3/2/2019;14:16;Cash;257025;--
320-49-6392;C;Naypyitaw;Normal;Female;Surtido de galletas y barquillos Hacendado;1.15;1;3/4/2019;15:44;Cash;257020;--
889-04-9723;B;Mandalay;Member;Female;Redecilla negra Deliplus;1.5;4;1/7/2019;12:20;Credit card;257021;4435-4324-9707-5041
632-90-0281;C;Naypyitaw;Normal;Female;Eau de toilette mujer Anouk;7.3;10;3/8/2019;20:01;Credit card;257022;5993-6107-1509-9815
554-42-2417;C;Naypyitaw;Normal;Female;Refresco limÃ³n Schweppes original;0.69;10;1/9/2019;13:45;Cash;257023;--
453-63-6187;B;Mandalay;Normal;Male;Bebida de soja sabor cafÃ© Hacendado;6.84;3;3/1/2019;15:40;Ewallet;257024;'0000003100082237445834
578-80-7669;B;Mandalay;Normal;Male;SalchichÃ³n extra Hacendado lonchas;1.65;1;3/16/2019;16:58;Cash;257025;--
612-36-5536;A;Yangon;Member;Male;Galletas de cacao sin gluten rellenas de crema Hacendado;2.5;8;2/17/2019;11:12;Credit card;257020;5846-7987-3100-9990
605-72-4132;C;Naypyitaw;Normal;Female;Chorizo picante extra Hacendado;2.1;8;2/27/2019;15:12;Cash;257021;--
471-41-2823;C;Naypyitaw;Normal;Male;Desodorante zero limits Deliplus antimanchas;1.7;2;3/7/2019;20:37;Ewallet;257022;'0000003100078061462499
462-67-9126;A;Yangon;Normal;Male;Ampollas cabello Pantene;4.75;6;1/21/2019;17:44;Cash;257023;--
272-27-9238;C;Naypyitaw;Normal;Female;Bebida refrescante aromatizada sin alcohol light Yemavin;0.88;4;2/19/2019;16:23;Cash;257024;--
834-25-9262;C;Naypyitaw;Normal;Female;Barritas de frutos secos Hacendado;1.75;4;1/6/2019;12:12;Cash;257025;--
122-61-9553;C;Naypyitaw;Normal;Female;Gotas de chocolate para fundir Hacendado;1.5;9;3/14/2019;19:33;Cash;257020;--
468-88-0009;A;Yangon;Member;Male;Refresco tÃ© verde Hacendado;1.62;4;3/24/2019;10:29;Cash;257021;--
613-59-9758;C;Naypyitaw;Normal;Female;Enjuague bucal infantil previene las caries Deliplus sin alcohol;1.49;10;1/27/2019;14:28;Cash;257022;--
254-31-0042;A;Yangon;Member;Male;Lote mujer Bustamante Muy mÃ­a;5.9;9;3/6/2019;12:46;Credit card;257023;4829-2305-6911-5353
201-86-2184;B;Mandalay;Member;Female;Chicle fresa lÃ¡mina Hacendado;1.2;7;2/2/2019;19:40;Cash;257024;--
261-12-8671;B;Mandalay;Normal;Female;Batido de chocolate 90% leche Puleva;1.79;2;1/25/2019;19:39;Credit card;257025;5972-6011-5755-4042
